file,fbid,email,all_emails_in_image,raw_text
27291427823858660.jpg,27291427823858660,nicolleau49@email.com,nicolleau49@email.com,"11:10 + &  RECHERCHE D’ALTERNANCE EN BTS GPME  1 jour d'école par semaine + 1 semaine camplète d'école toutes les 5 semaines  Je suis une personne de nature calme et mes expériences professionnelles m'ont permis d'acquérir une facilité d’adaptation. J'aime la communication, l'entraide et l'esprit d'équipe. On dit de moi que je suis une personne à l'écoute, patiente et de confiance.  EXPERIENCES PROFESSIONNELLES MATHILDE NICOLLEAU  SRE * CADGA {chargé d'accueil et de gestion administrative}  Entr"
10247142248148319.jpg,10247142248148319,,,| f \ REDMI NOTE 12 PRO sq
10247142248108318.jpg,10247142248108318,,,
10247142248068317.jpg,10247142248068317,,,
1022585933554231.jpg,1022585933554231,lumineau.chloee@gmail.com,lumineau.chloee@gmail.com,"CONTACT Ol  =m | lumineau.chloee@gmail.com  LA]  lin] | Chioé Lumineau  LANGUES Anglais : Notions scolaires + Bac Pro Section Européenne  Espagnol : Notions scolaires + stage de 3 semaines en Espagne  COMPETENCES  + Organisation  + Capacité d’adaptation et rigueur  + Esprit d'équipe  + Méthodologie de projet  © Maîtrise de logiciel : Microsoft Word/Excel/PowerPoint, Canva  INTERETS  + Baby-sitting (Avril 2026-en cours}  + Certification PIX (Février 2025)  + Réalisation Repas des Aînés Gorges (Oc"
27627735370165595.jpg,27627735370165595,,,
27717880501143378.jpg,27717880501143378,,,
10244491511968736.jpg,10244491511968736,,,A
28443969521859020.jpg,28443969521859020,,,"Juliette VERNA  Aider les enfants à grandir en participant à leur éveil, leur apporter les soins nécessaires pour les voir évoluer : pour ma part un rôle essentiel, passionnant et un métier complet et gratifiant !  CONTACT  [J 9631623180  ÈS juliette vernaëgmait.com  Q 2 rue Lucien Bejeau 49100 Angers  Permis B - Véhiculée Disponible dès maintenant  COMPÉTENCES  Assurer l'accueit et la garde au sein d'envirannements différents Répondre aux besoins fondamentaux des enfants  Esprit et travai d'équ"
1011284775192737.jpg,1011284775192737,leonie53@gmail.com,leonie53@gmail.com,"LÉONIE  HARBONNIER  @ harbonnier leonie53@gmail.com À PROPOS DE MOI  Élève de terminale, je souhaite poursuivre mon parcours en  alternance dans un cabinet comptable. Sérieuse, organisée et  motivée, je m'intéresse particulierement aux chiffres et à la  gestion. Curieuse et impliquée. je souhaite développer mes  compétences et acquérir une première expérience professionnelle R Permis B au sein d'un environnement formateur  EXPÉRIENCES PROFESSIONNELLES  Février 2026 - Juin 2025  QUALITÉS * CDD ve"
122265940700174119.jpg,122265940700174119,,,"G e | © SANTE SOCIAL 49  la plus belle façon d‘embaucher  REC RUTEM E NT PSSST, l'alternance  est accessible à tout  AIDE-SOIGNANT see!  Formation au diplôme d’Etat d’Aide-soignant en alternance :  e EHPAD à Saumur e Centre de formation : Angers ou Thouars  rentrée en août 2026  Je postule +  contact@geiqsantesocial49.fr  OU www.geiqsantesocial49.fr"
1332503988800302.jpg,1332503988800302,,,
999639589668984.jpg,999639589668984,stecy.mathi@gmail.com,stecy.mathi@gmail.com,"Stecy MATHIEU  stecy.mathi@gmail.com  Experiences  COD du OT AY 424 au 21.02 7076 Paleisenter sorgneur “Agent decune  beg gat ete pe  étre perte Ot presente, ein pue vue ie et er equate et fe li ne É BI du PHOS. 2074 au 28 DS 2025 Cavalier d'entrainement (galop) pe met tee tapes bide Bo sale etant ut et . meme le cote oy Lost ee Dre te pa angetimigite  Apprentissage du 01 (4 4071 au W108, 2074 Cavaher d'entrainement tgalop) Léger Meteaut RICHART  + nie Hidieame im. que litre desde weet Pa a age"
122261537306174119.jpg,122261537306174119,,,"G e | © SANTE SOCIAL 49  la plus belle façon d'embaucher  NOUS RECRUTONS!  Nous recrutons pour nos EHPAD des aides-soignants en alternance !  © 35H /SEMAINE  9 LA JUMELIERE, LA SALLE DE VIHIERS OU SAINT GEORGES DES GARDES  CONTACTEZ-NOUS:  contact@geiqsantesocial49.fr"
931869976401028.jpg,931869976401028,,,© chronos  SAISON ÉTÉ 2026  AGENT DE CONDITIONNEMENT H/F PREPARATEUR DE COMMANDES H/F  Secteur : Agroalimentaire * Localisation : Les Épesses (85) Dès maintenant jusqu’à mi-août  Tu es disponible pour toute la saison d’été et prét(e) a rejoindre une équipe dynamique ? Ce poste est fait pour toi!  CHRONOS CHOLET 02 42 05 02 55  cholet@chronos.jobs
933102809416549.jpg,933102809416549,,,RECRUTE  La Maison des Pins © La Breille les Pins  Rejoignez-nous *  Ps'  F  RESTORIA
990899877023316.jpg,990899877023316,,,
987419390704698.jpg,987419390704698,,,
974979318615372.jpg,974979318615372,,,OFFRE DENPLOL
10227148216045807.jpg,10227148216045807,,,"Ensemble scolaire La Providence © 600 en Brocéfiande  CS TOURISME  . . . | 4 ÿ vert, accueil et animation \# vi. en milieu rural /  PORTES OUVERTES  Samedi 14 mars, de 9h à 12h  VISITE DES LOCAUX  RÉUNION D'INFORMATION.' '+ : APPRENTISSAGE A 10H30 pe  28 Rue de Rennes, 35360 Montauban-de-Bretagne FP 02 99 06 52 84 / ufa-ufe montauban-de-brétagnecnesp fr"
1369679095200641.jpg,1369679095200641,,,LES SERRES VSS DE LA  SALAMANDRE [igi
961038920009412.jpg,961038920009412,,,"RES DE LA SEMAINE  INTÉRIM, CDD, CDI  Assistant transport H/F  Chauffeur SPL et Préparateur de commandes H/F  Chargé d'appels d'offres H/F  Métreur H/F Paysagiste H/F  D.  Menuisier poseur H/F  Charpentier métallique H/F  Technicien hydraucurage H/F  Ss > © Tourneur SUR CN H/F  @ 02 72 69 O1 49  ABOUTIR EMPLOI lespontsdece@aboutiremploi.fr"
954974683949169.jpg,954974683949169,,,
1353117300190154.jpg,1353117300190154,,,LES SERRES VSS DE LA  SALAMANDRE [igi
105391588313347.jpg,105391588313347,,,Harmonie Mutuelle recrute  Conseiller commercial agence H/F  3 postes à pourvoir dès que possible Segré -CDI Saumur - CDI Angers - CDD 12 mois  Harmonie mutuelle  onoure VY AVANGONS collect
947667144679923.jpg,947667144679923,,,
947667131346591.jpg,947667131346591,,,OFFRE DENPLOL
944981781615126.jpg,944981781615126,,,
1346429427525608.jpg,1346429427525608,,,LES SERRES Less SALAMANDRE
937030909076880.jpg,937030909076880,,,
935160789263892.jpg,935160789263892,,,"umes assem eens,  ty .  OUVERTURE:  « D’ ELEVAGES;  “te, . . . annuseset  NOUS RECRUTONS  Les conditions  @ 55h/semaine @urroves D’ELEVAGE AVICOLE  @ Horaires de journée  Gardes et astreintes selon planning  @ sponsasies D’ELEVAGE AVICOLE  Noue contacter :  Ea ~~ 02 72 69 0149  ABOUTIR EMPLOI lespontsdece@aboutiremploi.fr"
932672346179403.jpg,932672346179403,,,ON RECRUTE !
931836732929631.jpg,931836732929631,,,OFFRE DENPLOL
1548281977251483.jpg,1548281977251483,,,"RECRUTEMENT JOB ÉTUDIANT  SYNERGIE  Poste en 2x8  Pimps  IMILLET  FABRICANT DE PORTES ET FENETRES SUR MESURE  du 16/02 au 20/02  Vihiers (449)  Profil débutant accepté.  Réactivité, sens de l'écoute et volontariat."
875637898496374.jpg,875637898496374,,,"Cuisinier-e EHPAD Vivre Ensemble l'Angevinière QLa Jumellière SP  (49) *  SN' , a << oS i => RESTORIA /"
1541462534600094.jpg,1541462534600094,,,"SYNERGIE proxi  Poste en 2x8, sur du long terme  Majorations  ore MILLET  FABRICANT DE PORTES ET FENETRES SUR MESURE  Dès que possible  Vihiers (49)  Réactivité, sens de l'écoute et volontariat.  Groupe en plein essor, avantages sociaux, possibilité d'embauche...  Expérience souhaitée."
1524068193006195.jpg,1524068193006195,,,MILET «  GROUPE rise Hagens  RECRUTENT  Opérateur Palettisation Nuit H/F  © 49310 Vihiers  x Missions longues “ Dès que possible ZY Nuit  +] Possibilité d'embauche  Envoyez votre candidature à proxi.millet@synergie.fr 06 07 53 50 23
904631528983485.jpg,904631528983485,,,
1515677017178646.jpg,1515677017178646,,,"mere, À  b  1 Care  UNE MISSION \| ‘TRÈS SPÉE DU 24 AU  SYNERGIE proxi"
1515141817232166.jpg,1515141817232166,,,"Opérateur Production H/F (préparation de colis)  POSTE EN 2X8, sur du long terme  MAJORATIONS HORAIRES, PRIMES  ER PANIERS Réactivité, sens de l'écoute  et maîtrise de l'outil Dès le 05/01/2026 informatique  VIHIERS (49)  SYNERGIE FABRICANT D PORTES ET FENÊTRES SU MESURE"
893771200069518.jpg,893771200069518,,,
893246020122036.jpg,893246020122036,,,
892462683533703.jpg,892462683533703,,,
1507525457993802.jpg,1507525457993802,,,"Synergie Proxi Vihiers QUEUES recrute pour son client !  FABRICANT DE PORTES ET FENETRES SUR MESURE  EE Ci Opérateur Montage Polyvalent  H/F  9 Vihiers (49)  Majorations horaires, primes  paniers, avantages sociaux, CSE avantageux, possibilité  d’embauche... © Horaires 2x8 5 a Proxi.millet@synergie.fr umm A pourvoir dès que 06 07 53 50 23 possible et sur du long 02 31 86 88 63 terme  Dextérité manuelle, NS polyvalence, assiduité et  volontariat"
890803050366333.jpg,890803050366333,,,
888549477258357.jpg,888549477258357,,,
885233964256575.jpg,885233964256575,,,
122238694754174119.jpg,122238694754174119,,,"Pour sostuler, herci d’ cv al adresse Spi"
873486142098024.jpg,873486142098024,,,~ K a ev x ON RECRUTE ) » a  O
1478001154279566.jpg,1478001154279566,,,"TROUVE TON JOB Synergie recrute  1 Opérateur Palettisation F/H (journée)  proxi.millet@synergie.fr  0231868863 0607535023  Miler  FABRICANT 2€ PORTES ET FENÊTRES SUR MESURE SYNERGIE  Prise de poste dès que possible  Vihiers (49)  Première expérience similaire souhaitée  Poste à pourvoir sur une durée indéterminée (long terme)  Majorations horaires, primes paniers repas, prime participation, CET à 6%, mission longue, possibilité d'embauche, CSE Synergie."
861860906593881.jpg,861860906593881,,,
860924636687508.jpg,860924636687508,,,
860924580020847.jpg,860924580020847,,,Alerte emploi !
807953812155658.jpg,807953812155658,,,ON RECRUTE MAÇON  contact@havardao.fr 02 41 80 38 25
122233824584174119.jpg,122233824584174119,,,Gel sare SOCIAL 49  L  À ANNONCE  NOUS RECRUTONS !  Aide-soignant(e) en alternance dans notre EHPAD situé à Saint Georges des Gardes (49).  JE POSTULE
802422576042115.jpg,802422576042115,,,ON RECRUTE  MACON ET APPRENTI MACON  contact@havardao.fr 02 41 80 38 25
122229300980174119.jpg,122229300980174119,,,"NOUS RECRUTONS !  vice médico social  Lieu de la structure : Trélazé » La Rossonière  © Centre de formation : Angers.  Ÿ a © Durée :12 mois-35H -- - = Contrat laid a ener {7 professionnalisatiorrfOuvert à tout age)  Début du contrat : octobre 20  @ Motivation (©) seance ure floss  © Avoir une première expérience au contact de personnes en situation de handicap (stage, etc.)  ( _ e | ‘@) . contact@geiqsatesocial49.fr 17 SANTÉ SOCIAL 49 02.41.83.22.30  la plus belle facor d'embaucher"
1153490583502067.jpg,1153490583502067,,,
1424647912948224.jpg,1424647912948224,,,"Venez rencontrer Chloé du Proxi Vihiers au Forum pour l’Emploi de Cholet !  «ami Mardi 30 septembre de 9h à 17h  Parc des Expositions La Meilleraie, Cholet  (à) Pensez à apporter votre CV!  7 Accueil, présentation des @ @ ostes à pourvoir, temps aoa ? ve pourvolrs temp ay, échange, dépôt de candidature et entretien  SYNERGIE"
770481769236196.jpg,770481769236196,,,ON RECRUTE MAÇON  contact@havardao.fr 02 41 80 38 25
770481755902864.jpg,770481755902864,,,ON RECRUTE MAÇON  contact@havardao.fr 02 41 80 38 25
1209390241229528.jpg,1209390241229528,,,v  CONTRAT D'APPRENTISSAGE  a Be B O I N LAIT >< L S 7 i Fi.  : “y Secteur de Chalonnes sur Loire (49)  J | Appelez au  x 02 49 18 78 ‘a
10242822395474702.jpg,10242822395474702,,,
10242822395434701.jpg,10242822395434701,,,
10242822395394700.jpg,10242822395394700,,,REDMI NOTE 12 PRO 5G
746064778120354.jpg,746064778120354,,,"NOUS RECRUTONS  Employé(e) de restauration et Cuisinier{ère) H/F  EHPAD rose Giet La Salle de Vihiers (49) CDI ou CDD Horaires fixes selon planning Avantage en nature  #28, RESTORIA"
758897167092649.jpg,758897167092649,,,a  ADHAP ——7  RECRUTE
1324153756381328.jpg,1324153756381328,,,ON RECRUTE  UN OUVRIER AGRICOLE H/F  9 Secteur Cossé-Le-Vivien (53)  pol Dés que possible  BOER !  02 43 37 05 34  Contact53@agri-interim.fr
733433899422339.jpg,733433899422339,,,RUN Hl  vit
