file,fbid,email,all_emails_in_image,raw_text
122135956047053346.jpg,122135956047053346,,,og e x crit. recrute pour Le Puy-en-Velay  Conducteur d'engin H/F EN CDI  Contactez votre agence au : 04 71 57 03 98
993156766926087.jpg,993156766926087,,,"-Courf/.  fées “Ofredenplet<  PATISSIER / PATISSIERE (H/F)  Rejoignez notre boulangerie patisserie artisanale où tous nos produits sont « faits maison » !  _ . tate . hes LE Au sein de notre boulangerie pâtisserie artisanale, sous la responsabilité « de la gérante, vous aurez en charge la réalisation des pâtisseries, chocolats, glaces et gâteaux d'évènements. =  Ym Vous étes dynamique, sérieux(se) et ponctuel(le).  gm Le magasin est fermé le lundi. ©) Vous travaillerez notamment le week-end et l"
1774377413521793.jpg,1774377413521793,,,"OFFRE D'EMPLOI  d d Agent Polyvalent  9 EEE  Groupe Altitude, groupe coopératif agricole et agroalimentaire présent sur le Grand Massif Central, recrute un(e} Agent(e) polyvalent(e) pour intégrer son site industriel de fabrication d'alimentation bétail, à Blesle (43), en CDI.  ….— ALTITUDE —__  Le choix de l'élevage authentique  MISSIONS  Rattaché(e) au responsable de site, vous interviendrez sur les missions suivantes : -Piloter la ligne de conditionnement des produits finis  - Réaliser le nett"
1774377283521806.jpg,1774377283521806,,,"| e al OFFRE D'EMPLOI  & Responsable mec de magasin agrodistribution et de silo  9 MUR  Altitude, groupe coopératif agricole et agroalimentaire présent sur le Grand Massif Central, recrute, pour sa société EQUATION, un Responsable de Magasin et de silo à LANDOS (43).  >  MISSIONS  Vous serez garant(e) de la performance et de la bonne gestion du point de vente ainsi que du bon fonctionnement du silo. À ce titre, vous serez en charge de :  - Conseiller les adhérents en matière de productions anima"
122133819219053346.jpg,122133819219053346,,,e e  K crit.  recrute pour Polignac  Paysagiste H/F  Contactez votre agence au : 04 71 57 03 98
10165086961001019.jpg,10165086961001019,fleuretapparence@gmail.com,fleuretapparence@gmail.com,EN CDI  ee) 1 DES QUE POSSIBLE ! __DES QUE POSSIBLE *_  ~ Poste a pourvoir + rapidement !  — GH Passionné(e) ct créatif(ve) i &» Aime le contact avec la clientèle  aN  9 avenue du u Souvenir . 69440 Mornant  @ 04 78 44 29 17 fea fleuretapparence@gmail.com —— À Envoy ez votre CV. 7 > ou passez MOUS voi 'P ree I
10165083480891019.jpg,10165083480891019,fleuretapparence@gmail.com,fleuretapparence@gmail.com,EN CDI  ee) 1 DES QUE POSSIBLE ! __DES QUE POSSIBLE *_  ~ Poste a pourvoir + rapidement !  — GH Passionné(e) ct créatif(ve) i &» Aime le contact avec la clientèle  aN  9 avenue du u Souvenir . 69440 Mornant  @ 04 78 44 29 17 fea fleuretapparence@gmail.com —— À Envoy ez votre CV. 7 > ou passez MOUS voi 'P ree I
1484115233139297.jpg,1484115233139297,,,"| jen | À  _www. SUN fr  | & CHAUFFEURS PL /SPL 4 CONDUCTEURS D'ENGINS — t4 MAÇONS , a  MANŒUVRES EL  aA yen SAINT-FLOUR, MASSIAC, MURAT + Postulez dès à présent - D — aT 27 M ay fe www. supinterim. fr ae FEMELLES we &"
1456908645859956.jpg,1456908645859956,,,"e DL | a Réaliser, coordonner et contrôler les tâches al et Tin!  d'une équipe d'ouvriers www.supinterim.fr  CHEF D'EQUIPE VRD > ANP RE  “0 _ iY  Signalisation, implantation, pose de bordures et de pavés, réalisation de petites maconneries, installation de réseaux divers en tranchée pour l'assainissement, l'éclairage, les télécommunications ...  saintflour@supinterim.fr 04.71.60.29.43"
1456832065867614.jpg,1456832065867614,,,"AOUr Mccain  www.supinterim.fr  CHAUÉEEUR PL ke =  CACES Grue Auxilliaire  fp midi  £ à de 1800 alain’ 200€  Secteur Saint-Flour  saintflour@supinterim.fr  Épées , 04.71.60.29.43 t"
1456175929266561.jpg,1456175929266561,,,EUR PEL  www.supinterim.fr  EN POSTE TOUS LES VENDREDIS ET 1 SAMEDI/2  onbissard® de la ee App rae Ramasse [ge en de lait . | ° Secteur Pierrefort  l  7 Her  . a ri  L By Hes saintflour@supinterim.fr Ra 5  04.71.60.29.43
1439557094261778.jpg,1439557094261778,,,ARN ince &>  Manoeuvre H/F Grand déplacement  Contactez-nous ESCORT des aujourd'hui  + CLERMONT FERRAND - MASSIAC ° DÉS JANVIER
1414824256735062.jpg,1414824256735062,,,+ BRIOUDE  AMM inc=sim  Magasinier agricole H/F  Contactez-nous + 39 HRS / SEMAINE dès aujourd'hui  + 1900 - 2 000 € BRUT  + DES QUE POSSIBLE
1414823670068454.jpg,1414823670068454,,,+ BRIOUDE  AR ince =>  Chef d’atelier H/F  Contactez-nous + 35 HRS / SEMAINE dès aujourd'hui  * 2200 - 2 400 € BRUT  + DÉS JANVIER
1414258003458354.jpg,1414258003458354,,,in Fnessim  www.supinterim.fr  Spécial TP  ° MECANICIEN PL  + MÉCANICIEN ENGINS DE CHANTIER ° CHAUDRONNIER / SOUDEUR  + SOUDEUR À L ARC  ° MANOEUVRE  + CHAUFFEUR PL x pw  LZ  Ir Secteur  Brivadois
1414252853458869.jpg,1414252853458869,,,in FNessim  www.supinterim.fr  Employe Communal H/F  35 HRS / SEMAINE Contactez-nous dès aujourd'hui  1 800 - 2 000 € BRUT  SECTEUR ALLAGNON  DÉS QUE POSSIBLE  CONDUITE D'ENGINS
1408967830654038.jpg,1408967830654038,,,"L Nee,  dione  Manoeuvre H/F Grand déplacement  2 500-3 000 euros Net  Viert dépose. {yn CY en un"
763972646686166.jpg,763972646686166,,,"ALTI CARRIERES  RECRUTE  Partie opérationnelle sur l'ensemble des opérations d'assemblage (80%) Management et formation (20%)  Profil : exp 3 ans mini en ind, atelier 1ère exp management  Q 5 Min du Puy  4.5] / hor. journée / CDI Sal+ H supp + prime intér.  ENVOYEZ VOTRE CANDIDATURE À :  ALTI Lo agence@alti-carrieres.fr D"
763948690021895.jpg,763948690021895,,,"ALTI CARRIERES  RECRUTE  Insertion en machine : lavage Réalisation isolation, collage, découpe, pliage, étanchéification, etc!  Profil : 1ère expérience exigée en industrie, idéalement en atelier manuel  Bassin du Puy  4.5] / hor. journée / CDI © Sal+ H supp / jusqu'à  15 mois de salaire !  a] ENVOYEZ VOTRE CANDIDATURE À :  ALT FES agence@alti-carrieres.fr DJ"
762419506841480.jpg,762419506841480,,,ba
755427250874039.jpg,755427250874039,,,"A  ALTI CARRIERES  KL)  CHEF D'ÉQUIPE PAYSAGISTE (H/F)  Organiser le chantier; Coordonner l'équipe (2 à 3 personnes} Conduite de PL et d'engins, sous réserve de détenir les permis nécessaires; Aménagement extérieur : pose de dalles,  plantations, clôture.  Exp demandée de 3 ans Le permis PL et les cases engins sont également un plus Bac et + en paysagisme  CDi - Le Puy en Velay Salaire attractif + primes + Indemnités de paniers et de trajets"
754880584262039.jpg,754880584262039,,,ALTI CARRIERES  RECRUTE  Décharger les livraisons directement sur les chantiers à l'aide d'une grue auxiliaire Assurer la conduite d'un camion plateau en PL Garantir la bonne livraison et la sécurité des  marchandises transportées  Titulaire du permis Poids Lourd ainsi que du  CACES Grue auxiliaire Expérience de 1 an en conduite PL  OQ Secteur Le Puy en Velay © CDI 39h Salaire entre 12€ et 13.4€  ENVOYEZ VOTRE CANDIDATURE A:  agenceiwalti-carrieres.fr
754874314262666.jpg,754874314262666,,,"ALTI CARRIERES  RECRUTE  - Installer des pompes à chaleur (PAC) - Poser des radiateurs et chaudières - Réaliser des installations de salles de bains - Installer des climatisations et effectuer le brasage cuivre nécessaire aux circuits.  CAP ou équivalent orienté chauffage  Expérience de 5 ans  O Secteur Cussac sur Loire © CDI 39h / 4,5j Salaire entre 14€ et 15€  ENVOYEZ VOTRE CANDIDATURE À :  agence@aiti-carrieres.fr"
754867514263346.jpg,754867514263346,,,ba |
750274678055963.jpg,750274678055963,,,S  ud a u &  ALTI CAR
750272418056189.jpg,750272418056189,,,ALTI CARRICRES
750270111389753.jpg,750270111389753,,,"ALTI CARRIERES  RECRUTE  Développer un portefeuille clients professionnels Proposition des équipements d'assurance pros ( flotte VI, épargne, biens, etc)  Votre profil ? Expérience 3 ans min exigée en commerce de services en B to B  @ Secteur Le Puy en Velay O) CDI 35H - nbreux avantages : Fixe + variable+13e mois...  ENVOYEZ VOTRE CANDIDATURE A:  agence@alti-carrieres.fr"
750268564723241.jpg,750268564723241,,,we  is Se  ALTI CARRIERES ty
749415338141897.jpg,749415338141897,,,A  ALTI CARRIERES  AUD  COMMERCIAL PL (H/F)  - Prospection - Réaliser la découverte client - Effectuer les devis - Présenter et mettre en place des solutions de financement - Faire le reporting sur le logiciel  Exp demandée de 3 ans commerciai BtoB ou poste lié au PL Eventuellement un BTS Commerce ou NDRC ou équivalent.  CDI - Brives Charensac Salaire fixe + variable VL + téléphone + ordinateur de fonction
